UserID,Role,KnownSkills,RequiredSkills,RoleDescription
U100137,Full Stack Developer,"React, HTML, JavaScript, MongoDB, Express.js","JavaScript, Node.js, React, MongoDB, Express.js, HTML","Full Stack Developer is responsible for key tasks in software engineering involving JavaScript, Node.js, React and more."
U100138,Game Developer,Unity,"Unity, C#, Unreal Engine, Blender, Game Physics, 3D Modeling","Game Developer is responsible for key tasks in software engineering involving Unity, C#, Unreal Engine and more."
U100139,Database Administrator,"Oracle, Backup & Recovery, MongoDB","SQL, Oracle, Backup & Recovery, Performance Tuning, MySQL, MongoDB","Database Administrator is responsible for key tasks in software engineering involving SQL, Oracle, Backup & Recovery and more."
U100140,Game Developer,Unity,"Unity, C#, Unreal Engine, Blender, Game Physics, 3D Modeling","Game Developer is responsible for key tasks in software engineering involving Unity, C#, Unreal Engine and more."
U100141,Data Scientist,"Matplotlib, Python, Pandas","Python, Pandas, TensorFlow, Scikit-learn, SQL, Matplotlib","Data Scientist is responsible for key tasks in software engineering involving Python, Pandas, TensorFlow and more."
U100142,Backend Developer,PostgreSQL,"Java, Spring Boot, SQL, REST APIs, Hibernate, PostgreSQL","Backend Developer is responsible for key tasks in software engineering involving Java, Spring Boot, SQL and more."
U100143,Database Administrator,"SQL, MongoDB, Oracle, Backup & Recovery","SQL, Oracle, Backup & Recovery, Performance Tuning, MySQL, MongoDB","Database Administrator is responsible for key tasks in software engineering involving SQL, Oracle, Backup & Recovery and more."
U100144,Machine Learning Engineer,Scikit-learn,"Python, PyTorch, TensorFlow, Scikit-learn, MLflow, Model Deployment","Machine Learning Engineer is responsible for key tasks in software engineering involving Python, PyTorch, TensorFlow and more."
U100145,Site Reliability Engineer,"Grafana, Kubernetes, SLAs","Monitoring, Incident Management, SLAs, Prometheus, Grafana, Kubernetes","Site Reliability Engineer is responsible for key tasks in software engineering involving Monitoring, Incident Management, SLAs and more."
U100146,DevOps Engineer,"Docker, Kubernetes, CI/CD, Linux","Docker, Kubernetes, CI/CD, Terraform, AWS, Linux","DevOps Engineer is responsible for key tasks in software engineering involving Docker, Kubernetes, CI/CD and more."
U100147,Cybersecurity Analyst,SIEM,"Network Security, Firewalls, SIEM, Threat Analysis, Encryption, Python","Cybersecurity Analyst is responsible for key tasks in software engineering involving Network Security, Firewalls, SIEM and more."
U100148,QA Engineer,"Automation, Postman, Selenium","Selenium, Postman, TestNG, JUnit, Automation, Manual Testing","QA Engineer is responsible for key tasks in software engineering involving Selenium, Postman, TestNG and more."
U100149,AI Engineer,"Computer Vision, Python, Deep Learning, NLP","Deep Learning, Neural Networks, Python, TensorFlow, NLP, Computer Vision","AI Engineer is responsible for key tasks in software engineering involving Deep Learning, Neural Networks, Python and more."
U100150,Business Analyst,"Excel, SQL, Business Strategy, Tableau","Excel, SQL, Power BI, Tableau, Business Strategy, Stakeholder Management","Business Analyst is responsible for key tasks in software engineering involving Excel, SQL, Power BI and more."
U100151,Cybersecurity Analyst,"Threat Analysis, SIEM, Python, Firewalls","Network Security, Firewalls, SIEM, Threat Analysis, Encryption, Python","Cybersecurity Analyst is responsible for key tasks in software engineering involving Network Security, Firewalls, SIEM and more."
U100152,Business Analyst,SQL,"Excel, SQL, Power BI, Tableau, Business Strategy, Stakeholder Management","Business Analyst is responsible for key tasks in software engineering involving Excel, SQL, Power BI and more."
U100153,Full Stack Developer,"MongoDB, HTML, Node.js, React","JavaScript, Node.js, React, MongoDB, Express.js, HTML","Full Stack Developer is responsible for key tasks in software engineering involving JavaScript, Node.js, React and more."
U100154,Business Analyst,"Business Strategy, Stakeholder Management, Power BI, Excel, Tableau","Excel, SQL, Power BI, Tableau, Business Strategy, Stakeholder Management","Business Analyst is responsible for key tasks in software engineering involving Excel, SQL, Power BI and more."
U100155,Product Manager,"MVP, Wireframing, User Stories, Roadmapping, Stakeholder Communication","Roadmapping, User Stories, Wireframing, Stakeholder Communication, Analytics, MVP","Product Manager is responsible for key tasks in software engineering involving Roadmapping, User Stories, Wireframing and more."
U100156,Cybersecurity Analyst,"SIEM, Firewalls, Encryption, Threat Analysis, Network Security","Network Security, Firewalls, SIEM, Threat Analysis, Encryption, Python","Cybersecurity Analyst is responsible for key tasks in software engineering involving Network Security, Firewalls, SIEM and more."
U100157,Full Stack Developer,JavaScript,"JavaScript, Node.js, React, MongoDB, Express.js, HTML","Full Stack Developer is responsible for key tasks in software engineering involving JavaScript, Node.js, React and more."
U100158,UI/UX Designer,"Prototyping, Figma","Figma, Sketch, Adobe XD, User Research, Prototyping, Wireframing","UI/UX Designer is responsible for key tasks in software engineering involving Figma, Sketch, Adobe XD and more."
U100159,Scrum Master,Team Facilitation,"Agile, Scrum, Jira, Team Facilitation, Sprint Planning, Retrospectives","Scrum Master is responsible for key tasks in software engineering involving Agile, Scrum, Jira and more."
U100160,Game Developer,C#,"Unity, C#, Unreal Engine, Blender, Game Physics, 3D Modeling","Game Developer is responsible for key tasks in software engineering involving Unity, C#, Unreal Engine and more."
U100161,AI Engineer,Deep Learning,"Deep Learning, Neural Networks, Python, TensorFlow, NLP, Computer Vision","AI Engineer is responsible for key tasks in software engineering involving Deep Learning, Neural Networks, Python and more."
U100162,AI Engineer,"Neural Networks, Python","Deep Learning, Neural Networks, Python, TensorFlow, NLP, Computer Vision","AI Engineer is responsible for key tasks in software engineering involving Deep Learning, Neural Networks, Python and more."
U100163,Scrum Master,Scrum,"Agile, Scrum, Jira, Team Facilitation, Sprint Planning, Retrospectives","Scrum Master is responsible for key tasks in software engineering involving Agile, Scrum, Jira and more."
U100164,AI Engineer,"Neural Networks, TensorFlow, Computer Vision","Deep Learning, Neural Networks, Python, TensorFlow, NLP, Computer Vision","AI Engineer is responsible for key tasks in software engineering involving Deep Learning, Neural Networks, Python and more."
U100165,Cybersecurity Analyst,"Threat Analysis, Network Security, Python","Network Security, Firewalls, SIEM, Threat Analysis, Encryption, Python","Cybersecurity Analyst is responsible for key tasks in software engineering involving Network Security, Firewalls, SIEM and more."
U100166,UI/UX Designer,"Wireframing, User Research","Figma, Sketch, Adobe XD, User Research, Prototyping, Wireframing","UI/UX Designer is responsible for key tasks in software engineering involving Figma, Sketch, Adobe XD and more."
U100167,Product Manager,"Roadmapping, User Stories, Stakeholder Communication, Wireframing, Analytics","Roadmapping, User Stories, Wireframing, Stakeholder Communication, Analytics, MVP","Product Manager is responsible for key tasks in software engineering involving Roadmapping, User Stories, Wireframing and more."
U100168,Site Reliability Engineer,"SLAs, Incident Management, Prometheus","Monitoring, Incident Management, SLAs, Prometheus, Grafana, Kubernetes","Site Reliability Engineer is responsible for key tasks in software engineering involving Monitoring, Incident Management, SLAs and more."
U100169,Data Engineer,"Apache Spark, Python, SQL, Airflow, ETL","SQL, ETL, Apache Spark, Hadoop, Python, Airflow","Data Engineer is responsible for key tasks in software engineering involving SQL, ETL, Apache Spark and more."
U100170,AI Engineer,"Computer Vision, Deep Learning, NLP, TensorFlow, Neural Networks","Deep Learning, Neural Networks, Python, TensorFlow, NLP, Computer Vision","AI Engineer is responsible for key tasks in software engineering involving Deep Learning, Neural Networks, Python and more."
U100171,Database Administrator,"MySQL, MongoDB, Backup & Recovery","SQL, Oracle, Backup & Recovery, Performance Tuning, MySQL, MongoDB","Database Administrator is responsible for key tasks in software engineering involving SQL, Oracle, Backup & Recovery and more."
U100172,Business Analyst,"Tableau, SQL, Excel","Excel, SQL, Power BI, Tableau, Business Strategy, Stakeholder Management","Business Analyst is responsible for key tasks in software engineering involving Excel, SQL, Power BI and more."
U100173,Full Stack Developer,Express.js,"JavaScript, Node.js, React, MongoDB, Express.js, HTML","Full Stack Developer is responsible for key tasks in software engineering involving JavaScript, Node.js, React and more."
U100174,Data Scientist,"Matplotlib, Scikit-learn","Python, Pandas, TensorFlow, Scikit-learn, SQL, Matplotlib","Data Scientist is responsible for key tasks in software engineering involving Python, Pandas, TensorFlow and more."
U100175,QA Engineer,Postman,"Selenium, Postman, TestNG, JUnit, Automation, Manual Testing","QA Engineer is responsible for key tasks in software engineering involving Selenium, Postman, TestNG and more."
U100176,Game Developer,"Unreal Engine, Unity, 3D Modeling, Blender, C#","Unity, C#, Unreal Engine, Blender, Game Physics, 3D Modeling","Game Developer is responsible for key tasks in software engineering involving Unity, C#, Unreal Engine and more."
U100177,Data Engineer,"Airflow, Hadoop, Python","SQL, ETL, Apache Spark, Hadoop, Python, Airflow","Data Engineer is responsible for key tasks in software engineering involving SQL, ETL, Apache Spark and more."
U100178,Mobile App Developer,"Kotlin, React Native, Swift","Kotlin, Java, Swift, Flutter, React Native, Xcode","Mobile App Developer is responsible for key tasks in software engineering involving Kotlin, Java, Swift and more."
U100179,Database Administrator,"Backup & Recovery, MongoDB, SQL, Oracle","SQL, Oracle, Backup & Recovery, Performance Tuning, MySQL, MongoDB","Database Administrator is responsible for key tasks in software engineering involving SQL, Oracle, Backup & Recovery and more."
U100180,Cybersecurity Analyst,Network Security,"Network Security, Firewalls, SIEM, Threat Analysis, Encryption, Python","Cybersecurity Analyst is responsible for key tasks in software engineering involving Network Security, Firewalls, SIEM and more."
U100181,Product Manager,"User Stories, Stakeholder Communication, MVP","Roadmapping, User Stories, Wireframing, Stakeholder Communication, Analytics, MVP","Product Manager is responsible for key tasks in software engineering involving Roadmapping, User Stories, Wireframing and more."
U100182,AI Engineer,"Deep Learning, TensorFlow","Deep Learning, Neural Networks, Python, TensorFlow, NLP, Computer Vision","AI Engineer is responsible for key tasks in software engineering involving Deep Learning, Neural Networks, Python and more."
U100183,Product Manager,"User Stories, Roadmapping, Analytics, MVP","Roadmapping, User Stories, Wireframing, Stakeholder Communication, Analytics, MVP","Product Manager is responsible for key tasks in software engineering involving Roadmapping, User Stories, Wireframing and more."
U100184,Game Developer,"Unity, 3D Modeling, Game Physics","Unity, C#, Unreal Engine, Blender, Game Physics, 3D Modeling","Game Developer is responsible for key tasks in software engineering involving Unity, C#, Unreal Engine and more."
U100185,AI Engineer,"NLP, Deep Learning, TensorFlow, Python","Deep Learning, Neural Networks, Python, TensorFlow, NLP, Computer Vision","AI Engineer is responsible for key tasks in software engineering involving Deep Learning, Neural Networks, Python and more."
